"","Survey.Year","Country.Name","E.Government.Rank","E.Government.Index","E.Participation.Index","Online.Service.Index","Human.Capital.Index","Telecommunication.Infrastructure.Index","Country","region","ID","v2x_polyarchy.x","v2x_jucon.x","v2xlg_legcon.x","v2xcs_ccsi.x","v2xps_party.x","v2x_corr.x","v2elparlel","v2psorgs","v2psorgs_codelow","v2psorgs_codehigh","v2psprbrch","v2psprbrch_codelow","v2psprbrch_codehigh","v2psprlnks","v2psprlnks_codelow","v2psprlnks_codehigh","v2pscnslnl","v2pscnslnl_codelow","v2pscnslnl_codehigh","v2pscohesv","v2pscohesv_codelow","v2pscohesv_codehigh","v2psswitch","v2psswitch_codelow","v2psswitch_codehigh","v2pscomprg","v2pscomprg_codelow","v2pscomprg_codehigh","v2clrelig","v2cltort","v2clkill","v2cltrnslw","v2clrspct","v2clfmove","v2xcl_dmove.x","v2xcl_slave","v2clstown","v2xcl_prpty","v2xcl_acjst","e_wbgi_cce","e_wbgi_gee","e_wbgi_pse","e_wbgi_rle","e_wbgi_rqe","e_wbgi_vae","e_miinflat","e_peinfmor","e_pelifeex","e_miurbani","e_miinterc","e_miinteco","e_regionpol","e_boix_regime","e_migdpgro","e_migdppcln","e_polity2","e_Total_Oil_Income_PC","pwt_isg","ucdp_type3","taxratio","icrg_bur","exit_1_irregular","nepotism","al_ethnic","ht_regtype","lp_legor","lp_muslim80","lp_protmg80","wdi_area","e_mipetrol","lp_lat_abst_ln","gwf_regimetype_num","total_EV_vote","partyage_local","bti_q5","v2psswitch_neg","v2psswitch_neg_std","v2pscohesv_std","v2pscnslnl_neg","v2pscnslnl_neg_std","v2psprlnks_std","v2psorgs_std","v2psprbrch_std","ps","e_migdppcln_5yr","e_migdpgro_5yr","ps_5yr","ps_stock","trend","ps_ord","ps_pca","ps_mult","ps_1","ps_2","ps_3","ps_4","ps_5","ps_6","v2pscomprg_std","ps_7","ps_8","easteur","mena","ssafrica","west","asia","latam","regionps_minus","globalps","globalps_minus","regiongrowth_minus","globalgrowth","globalgrowth_minus","liberties","law","statehist5","wdi_taxrevenue","Capacity","pres","pres2","partyage","hc","csh_i","v2x_polyarchy.y","v2x_accountability","v2x_ex_confidence","v2x_ex_direlect","v2x_ex_hereditary","v2x_ex_military","v2x_ex_party","v2x_neopat","v2xnp_client","v2xnp_pres","v2xnp_regcorr","v2x_civlib","v2x_clphy","v2x_clpol","v2x_clpriv","v2xpe_exlecon","v2xpe_exlgeo","v2xpe_exlpol","v2xpe_exlsocgr","v2x_corr.y","v2x_execorr","v2x_pubcorr","v2x_rule","v2xdd_i_ci","v2xdd_i_rf","v2xdd_i_or","v2xdd_i_pl","v2xdd_cic","v2xdd_toc","v2xcs_ccsi.y","v2x_elecreg","v2xex_elecreg","v2xlg_elecreg","v2x_EDcomp_thick","v2x_freexp","v2x_hosabort","v2x_legabort","v2xcl_disc","v2xcl_dmove.y","v2xel_elecparl","v2xel_elecpres","v2xex_elecleg","v2xlg_leginter","v2xme_altinf","v2xps_party.y","v2x_divparctrl","v2x_feduni","v2x_egaldem","v2xel_frefair","v2xcl_rol","v2x_jucon.y","v2xlg_legcon.y","v2elembaut","v2elfrfair","v2expathhs","v2mecenefi","v2cafres"
"1",2003,"Iraq ",174,0,0,0,0.93,0.01578,"Iraq","Asia","IRQ",0.217238799070577,0.375299036502838,0.461078554391861,0.456862330436707,0.516089379787445,0.773193846846487,NA,0.439748366509246,0.0194658076514556,0.825190665255369,0.609782796450581,0.244680757934668,0.977680792355433,-0.513090863467634,-0.841751263402707,-0.0758642317794482,-0.619109740921503,-0.938723129429023,-0.280813083702968,0.7076611341832,-0.123205185183035,1.33704124872063,21.5,16.0289800842719,26.9710199157281,-0.224495866401,-0.608437543369362,0.150933658951468,0.259730490996609,-0.167357391131782,0.098356253391553,-0.673623546742331,-1.30742923743002,0.815485957220485,0.36563178896904,0.772795140743256,0.0654093349488105,0.65872049331665,0.366779148578644,-1.21793603897095,-1.66024708747864,-2.43063902854919,-1.66573548316956,-1.43007814884186,-1.46402287483215,NA,34,70.1179962158203,0.672499895095825,0,0,3,NA,-23.9577369689941,6.93091487884521,NA,586.7844,15.7405347824097,0,NA,NA,0,1,0.36891,20,2,95.8,0,437370,586.780029296875,-1.00330197811127,11,NA,25.8888893127441,NA,-21.5,-1.32122135162354,0.31688329577446,0.619109749794006,0.197630673646927,-0.387805461883545,0.254026234149933,0.398567706346512,-0.0903198197484016,NA,NA,NA,91.4158782958984,84,2,-0.0431694127619267,0.0032488068100065,0.155860483646393,-0.171760439872742,-0.147909909486771,-0.0308226887136698,-0.159189030528069,-0.0903198197484016,-0.198303535580635,-0.105746060609818,0.28340819478035,0,1,0,0,0,0,-0.151604056358337,0.102095380425453,0.1032545119524,1.44327628612518,2.38321948051453,2.56000423431396,-0.101202510297298,-1.07742047309875,NA,NA,-1.95804214477539,NA,NA,56,1.95697355270386,0.173747926950455,0.173,-0.354,0.167,0.5,0,0.098,0,0.689,0.513,0.572,0.658,0.469,0.512,0.359,0.528,0.618,0.572,0.852,0.771,0.79,0.635,0.873,0.226,0,0,0.131,0,0,0.033,0.372,1,1,1,0.23,0.253,0,0,0.416,0.44,0,0,0.329,1,0.31,0.562,0.801,0.264,0.147,0.018,0.421,0.407,0.511,0.13,NA,1,-1.167,-0.008
"2",2003,"Ireland ",17,0.69651,0.5862,0.61572,0.96,0.51381,"Ireland","Europe","IRL",0.895222621809823,0.946702480316162,0.770113408565521,0.938160002231598,0.894810914993286,0.154280737487034,NA,2.10096853417708,1.51412811210996,2.54918637926986,1.45777587187949,1.01848109475343,1.81537398429197,1.05102604662645,0.655110175562662,1.39293864956755,1.93557422201426,1.31187997636688,2.46553589651756,1.18608975554283,0.616796904689541,1.49641222423041,3.2,2.33816955744665,4.06183044255336,1.94316673273263,1.1178590136481,2.5080098487979,2.26714674784586,3.05935664958332,3.04631249219015,2.78613573838609,2.73316556524741,2.58784021926592,0.919999241828918,0.947496831417084,1.54226145194159,0.836192667484283,0.982253432273865,1.48605835437775,1.57597160339355,1.33039343357086,1.48417007923126,1.61855554580688,1.22468852996826,3.99499988555908,5.09999990463257,78.2399978637695,0.599250078201294,0,0,5,1,2.36264705657959,10.0521812438965,10,0,27.5101470947266,0,0.254000008106232,4,0,0,0.120635,100,1,0,1.1,68890,0,-0.529517710208893,1,8.13,54.75,NA,-3.20000004768372,0.629701793193817,0.659897148609161,-1.93557417392731,-1.65771162509918,0.700227320194244,1.26026368141174,0.924202263355255,0.419430106878281,NA,NA,NA,112.621017456055,85,3,2.37274885177612,-0.561807692050934,0.37737575173378,0.371336698532104,0.834858417510986,0.36327064037323,0.251263380050659,0.419430106878281,1.31024301052094,0.546689093112946,0.175584778189659,0,0,0,1,0,0,0.681709229946136,0.102095380425453,0.100183725357056,1.10509347915649,2.38321948051453,2.38335752487183,4.16679000854492,2.54482889175415,0.569999992847443,24.1637210845947,1.77803492546082,2,0,55,3.15839219093323,0.201963678002357,0.884,1.659,1,0,0,0,0.25,0.074,0.181,0.051,0.067,0.952,0.962,0.971,0.933,0.066,0.079,0.033,0.052,0.069,0.085,0.036,0.97,0,0,1.891,0.189,0,0.52,0.947,1,1,1,0.9,0.98,0,0,0.976,0.908,0,0,1,0,0.95,0.904,-0.202,0.452,0.778,0.94,0.965,0.956,0.853,1.725,NA,7,1.907,2.358
"3",2003,"Israel ",24,0.66333,0.3966,0.63318,0.91,0.44682,"Israel","Asia","ISR",0.763790601656711,0.715611457824707,0.936006724834442,0.698678433895111,0.838643491268158,0.220954246736721,1,1.39773607662121,0.867262386634951,1.85673493322359,1.56594842912403,0.977611228123384,1.96656458770298,1.82303354217787,1.21012588144926,2.3930383012101,2.82448211149904,1.98069754122978,3.61250793976912,0.835654828315502,0.300510041903456,1.33517992335581,8.8,5.50206861936283,12.0979313806372,0.867813328223057,0.244044510565513,1.3021850378998,0.811011294552161,-0.362013143492745,2.19088409881328,1.92946816266519,1.68231914374351,0.638586222358166,0.758477807044983,0.802451372146606,0.695842110780838,0.791251003742218,0.90311586856842,1.07381105422974,1.24582862854004,-1.55751001834869,0.88785320520401,0.934809565544128,0.583267450332642,0.670000016689301,4.90000009536743,79.5,0.916000187397003,0,0,3,1,-0.401298016309738,9.68720436096191,10,0.1838573,21.3478870391846,2,0.345299988985062,4,0,0,0.343593722694069,100,1,8,0.2,21640,0.180000007152557,-1.05619156360626,1,NA,20.2772731781006,NA,-8.80000019073486,0.0326979458332062,0.408649563789368,-2.82448220252991,-2.3032820224762,1.23725199699402,0.834300398826599,0.991253852844238,0.200145289301872,NA,NA,NA,89.7445907592773,56,3,2.44633173942566,-0.031490832567215,0.233634755015373,0.158444434404373,0.70083075761795,-0.00727605214342475,0.0733142644166946,0.200145289301872,0.56186980009079,0.251820206642151,-0.159242585301399,0,1,0,0,0,0,-0.170968398451805,0.102095380425453,0.101504720747471,-0.127153038978577,2.38321948051453,2.40190744400024,1.72657907009125,1.62355816364288,0.509999990463257,25.0051517486572,1.49958741664886,1,0,11.25,3.18843579292297,0.216495245695114,0.76,1.428,0.667,1,0,0,0,0.1,0.14,0.081,0.134,0.846,0.894,0.847,0.81,0.156,0.096,0.271,0.309,0.14,0.151,0.121,0.93,0,0,0,0,0,0,0.756,1,1,1,0.829,0.852,0,0,0.903,0.735,1,0,1,0,0.893,0.903,0.406,0.467,0.624,0.916,0.919,0.857,0.961,2.399,1.972,6,1.098,2.592
"4",2003,"Italy ",20,0.685,0.4655,0.61572,0.94,0.4993,"Italy","Europe","ITA",0.842584127473374,0.687934935092926,0.868863582611084,0.93773627281189,0.868302226066589,0.368868241721615,NA,1.81955538949743,1.30651073029628,2.25881868086214,1.34376512712047,0.884779544823642,1.65145997972976,1.78074909636545,1.19549747931393,2.3664560724332,1.00301538060652,0.475094126868443,1.69311276181551,-0.0902420353007457,-0.489861416412936,0.336622206279672,15.3571428571429,11.5930981980745,19.1211875162112,1.54651229585838,0.864295498094048,2.11029083530896,2.3148056917525,2.66118767681781,2.61083507837755,1.60821354140936,1.83197708302076,2.59239789062717,0.936454832553864,0.763584971427917,2.4010197398663,0.844291746616364,0.979213118553162,0.530893921852112,0.796106994152069,0.408018171787262,0.66147392988205,1.05141162872314,0.951115906238556,2.81200003623962,4,80.3300018310547,0.674160063266754,0,0,5,1,-0.490876734256744,9.85254764556885,10,19.723822,26.3464031219482,0,0.245100006461143,2.5,0,0,0.114519,100,2,0.1,0.4,294140,19.7199993133545,-0.750305652618408,1,40.19,4.45454549789429,NA,-15.3571424484253,-0.666344702243805,-0.255180895328522,-1.00301539897919,-0.98043966293335,1.20783805847168,1.08980560302734,0.853531897068024,0.208201721310616,NA,NA,NA,117.133880615234,104,3,1.66755294799805,-0.187303319573402,0.383111000061035,0.30087822675705,0.445930004119873,0.00827444810420275,0.0318809375166893,0.208201721310616,1.03419840335846,0.326201230287552,0.320965945720673,0,0,0,1,0,0,0.691767752170563,0.102095380425453,0.101456187665462,1.25527894496918,2.38321948051453,2.40250873565674,3.76936435699463,1.54119503498077,0.810000002384186,21.4739303588867,1.10631620883942,1,0,2,2.74065351486206,0.24040387570858,0.844,1.638,1,0,0,0,0.071,0.139,0.207,0.083,0.22,0.939,0.928,0.959,0.939,0.044,0.047,0.023,0.029,0.267,0.178,0.181,0.882,0,1.566,1.312,0,0.391,0.328,0.951,1,0,1,0.89,0.955,0,0,0.979,0.952,0,0,0.99,0,0.834,0.92,-0.108,0.989,0.769,0.919,0.953,0.879,0.93,2.208,NA,6,1.958,2.802
"5",2003,"Jamaica ",61,0.43237,0.1552,0.37991,0.79,0.12722,"Jamaica","Americas","JAM",0.659372612496131,0.823702812194824,0.640996277332306,0.935659945011139,0.838318705558777,0.338890693136091,NA,1.88727652897445,1.19486491396804,2.33928223506956,1.13562784412331,0.563823193247342,1.49293796684515,-1.14583477194826,-1.59838896183117,-0.70611236068681,1.09101578466309,0.651740652731152,1.5056088153016,1.72353087210834,1.04846651824605,2.32873027688639,1.5,0.791698984034255,2.20830101596575,0.710026933009167,0.181352214634191,1.12680302664666,1.31726093152393,0.88084296671467,1.64119069661661,1.60510222552741,0.436172032321914,1.68736020015614,0.867784917354584,0.882955372333527,1.31017912955245,0.81528639793396,0.542926251888275,-0.540252029895782,0.0608040876686573,-0.403663158416748,-0.53015661239624,0.24792717397213,0.530134320259094,10.3220777511597,18.5,70.9810028076172,0.52357029914856,NA,0,10,1,2.571528673172,8.2342357635498,9,0,27.8531818389893,0,0.314399987459183,3,0,0,0.412894,100,1,0.1,55.5,10830,0,-1.60113894939423,NA,NA,64.5,NA,-1.5,0.810935080051422,1.04522061347961,-1.09101581573486,-1.04435002803802,-0.827955543994904,1.13082575798035,0.724516570568085,0.306532084941864,NA,NA,NA,114.055488586426,104,3,1.50268876552582,0.600469827651978,0.205651476979256,0.158794373273849,0.576708495616913,0.533429622650146,0.141673341393471,0.306532084941864,0.452061116695404,0.327321946620941,0.270330756902695,0,0,0,0,0,1,0.0575619265437126,0.102095380425453,0.100863836705685,1.71917748451233,2.38321948051453,2.38195562362671,2.06935667991638,0.864248514175415,0.209999993443489,24.4637241363525,0.437467932701111,1,0,62.5,2.80571222305298,0.186584278941154,0.75,1.282,0.333,0,0,0.1,0.1,0.184,0.528,0.111,0.182,0.893,0.853,0.931,0.905,0.256,0.079,0.123,0.13,0.191,0.185,0.164,0.857,0,0,0.131,0,0,0.033,0.945,1,0,1,0.8,0.904,0,0,0.875,0.911,0,0,1,0,0.892,0.837,-0.876,0.491,0.559,0.766,0.849,0.892,0.787,1.642,NA,1,2.028,2.566
"6",2003,"Japan ",18,0.69344,0.431,0.52401,0.93,0.62632,"Japan","Asia","JPN",0.870162579075483,0.916218101978302,0.92961597442627,0.887982249259949,0.935204744338989,0.108073617952271,2,2.16940112121603,1.6165871458263,2.56579783111128,2.21705104875022,1.68323603355582,2.71100462777392,1.21214183509823,0.861846042106294,1.49026655898845,0.628231347990452,0.132578524781436,1.13346041865041,1.39941166385692,0.721627658335038,1.87705900290105,6,3.87658411842681,8.12341588157319,1.32191646790757,0.825435584058963,1.74634870853182,2.69732147826662,2.42900268611851,3.43304005811416,3.05151304005261,2.61336703737992,2.03078001934966,0.951039016246796,0.911798238754272,2.28695495277542,0.931318163871765,0.979981899261475,1.17984247207642,1.2246390581131,1.00209736824036,1.17616081237793,1.06426429748535,1.02959179878235,-0.300000011920929,2.90000009536743,82.0699996948242,0.656599938869476,0,0,6,1,1.54093050956726,9.94429397583008,10,1.2998328,27.8481712341309,0,NA,NA,0,0,0.0119279999999997,100,4,0,0.9,364500,1.29999995231628,-0.916290760040283,1,20.6,23.4772720336914,NA,-6,0.331199884414673,0.812840282917023,-0.628231346607208,-0.708252310752869,0.812302827835083,1.30171477794647,1.39484441280365,0.65744161605835,NA,NA,NA,135.323974609375,104,3,2.33758449554443,-0.281217902898788,0.722689986228943,0.626361906528473,0.93058043718338,0.626469433307648,0.52858704328537,0.65744161605835,0.877894878387451,0.688934981822968,0.662768959999084,0,0,0,0,1,0,0.00381458760239184,0.102095380425453,0.0987499207258224,5.01952648162842,2.38321948051453,2.38887238502502,4.0585789680481,2.61471915245056,0.980000019073486,NA,1.27855169773102,1,0,20,3.16825556755066,0.250907480716705,0.841,1.566,1,0,0,0,0.3,0.108,0.202,0.106,0.1,0.945,0.973,0.938,0.935,0.016,0.025,0.031,0.027,0.113,0.12,0.037,0.959,0,0,0.2,0,0,0.05,0.872,1,0,1,0.883,0.94,0,0,0.97,0.933,1,0,1,0,0.893,0.84,0.02,0.994,0.758,0.922,0.973,0.835,0.933,2.049,1.796,4,1.898,0.501
"7",2003,"Jordan ",63,0.4293,0.1724,0.41921,0.78,0.0887,"Jordan","Asia","JOR",0.238653978299027,0.461762309074402,0.344844400882721,0.511218190193176,0.374750703573227,0.443138689622413,0,0.554083410917579,-0.0731340846013886,1.01544080732329,-0.317212720588547,-0.712364368419717,0.155293435083959,-1.58569619129453,-2.13873430936096,-0.988004894477507,-0.99148269093391,-1.39504384143529,-0.387813855050072,-0.880342388762115,-1.31424917211452,-0.269961630218499,9,5.22616691198774,12.7738330880123,-0.0123733857954484,-0.652605159100944,0.485574797220898,0.825175683207537,-0.131433834604927,1.76922602986941,1.9299820409854,-0.80225708145364,1.31232722289929,0.587506175041199,0.733288943767548,1.33375933299376,0.645823538303375,0.767529726028442,0.314323842525482,0.236361488699913,-0.116975128650665,0.375004053115845,0.213589981198311,-0.676603257656097,1.62999999523163,21.3999996185303,72.25,0.782869756221771,0,0,3,0,1.85516369342804,8.42127895355225,-2,0,30.2517261505127,0,NA,NA,0,1,0.5926,24,2,93,0.3,88240,0,-1.06582236289978,5,NA,NA,NA,-9,0.0113764014095068,-0.821650743484497,0.991482675075531,0.468066960573196,-1.13393235206604,0.323281466960907,-0.176037132740021,-0.221482560038567,NA,NA,NA,64.4652404785156,82,2,-0.834471881389618,-0.000282339984551072,-0.268054366111755,-0.101448930799961,-0.359392464160919,-0.0389926098287106,-0.330435365438461,-0.221482560038567,-0.0506806299090385,-0.197082296013832,0.205103769898415,0,1,0,0,0,0,-0.142859876155853,0.102095380425453,0.104044646024704,-0.277583807706833,2.38321948051453,2.38676333427429,1.36974990367889,0.421488404273987,0.509999990463257,18.2221088409424,0.98388534784317,NA,NA,NA,2.6388897895813,0.263842344284058,0.215,0.249,0,0,0.7,0.2,0,0.507,0.566,0.464,0.4,0.604,0.704,0.511,0.602,0.41,0.369,0.36,0.49,0.509,0.337,0.518,0.588,0,0,0,0,0,0,0.465,1,0,1,0.217,0.446,0,0,0.594,0.614,1,0,0.252,0,0.546,0.423,1.335,0,0.186,0.184,0.701,0.495,0.617,0.18,-0.547,4,-0.225,-0.601
"8",2003,"Kazakhstan ",83,0.38661,0.1034,0.18777,0.91,0.06206,"Kazakhstan","Asia","KAZ",0.286299888628005,0.183551013469696,0.100152149796486,0.637704312801361,0.604192972183228,0.834368093151683,NA,0.693496749840503,0.340482283485861,1.01323977804953,0.922686929767075,0.419825611803803,1.33197126329314,-0.0630702383010422,-0.350979927274039,0.250620907750308,-1.1117873613191,-1.59225627489801,-0.544686000292305,0.728645836341961,0.258465597529573,1.13166550454441,0.6,0.250393671990073,0.949606328009927,0.845324832846589,0.182465762084882,1.38253120698939,0.0246996319632414,-0.155053709630752,1.94459133084737,-0.483954768308117,-0.863084131999368,1.22290318175059,0.742457330226898,0.653566598892212,1.36743408235092,0.822713673114777,0.633588016033173,-0.983777225017548,-0.654689371585846,0.324800997972488,-1.05339467525482,-0.476074665784836,-1.14554250240326,6.43821811676025,32.7000007629395,64.5999984741211,0.568940043449402,NA,NA,1,0,8.74685573577881,8.91580677032471,-6,817.16433,19.4139957427979,0,NA,NA,0,0,0.617122,1,3,47,2,2699700,817.159973144531,-0.628608524799347,11,NA,7.55151510238647,NA,-0.600000023841858,0.906882107257843,0.331928461790085,1.11178731918335,0.555438339710236,-0.0747616291046143,0.407727211713791,0.592523574829102,0.453289687633514,NA,NA,NA,26.2350063323975,14,3,0.564520001411438,-0.00301984930410981,0.362571179866791,0.477561920881271,0.43285995721817,0.558899939060211,0.462402164936066,0.453289687633514,0.546219289302826,0.46656534075737,0.518563032150269,1,0,0,0,0,0,0.29594886302948,0.102095380425453,0.0999797508120537,6.20384836196899,2.38321948051453,2.34051036834717,1.11377060413361,-0.771011531352997,NA,13.0832376480103,0.496458619832993,NA,NA,4.5,2.93890857696533,0.198680132627487,0.249,-0.24,0,1,0,0,0,0.909,0.697,0.882,0.896,0.561,0.541,0.439,0.714,0.419,0.252,0.219,0.318,0.844,0.893,0.68,0.182,0.13,0,0,1.33,0.032,0.332,0.523,1,1,1,0.349,0.443,0,0,0.646,0.834,0,0,1,0,0.274,0.563,-1.305,0.015,0.195,0.211,0.653,0.087,0.201,-1.151,NA,7,-0.86,-1.039
"9",2003,"Kenya ",118,0.29924,0,0.1572,0.72,0.02052,"Kenya","Africa","KEN",0.508455704241345,0.425819486379623,0.90554279088974,0.780995190143585,0.474584013223648,0.818856227583857,NA,0.033142818747989,-0.211320615106503,0.41039401189345,0.362983492999359,-0.0768424426070112,0.633873078818756,0.836974820466405,0.401607285614486,1.24148087906382,2.64832050285458,2.00662925044783,3.34309187729947,0.372504912614627,0.00342724772482131,0.659566768294784,17.5714285714286,11.3459563006052,23.7969008422519,-0.0829111070122942,-0.321461455539074,0.183154586310262,1.82708165405248,0.256553967809299,-0.34157709874894,0.356760489304416,-0.0284740285911242,0.828140430494375,0.534209787845612,0.66778177022934,1.2204307588011,0.411424845457077,0.424430519342422,-0.830638527870178,-0.611830592155457,-1.28482961654663,-0.890714824199677,-0.264230042695999,-0.253338515758514,9.8149995803833,64.5,53.3740005493164,0.202900022268295,0,0,4,1,-0.0952232703566551,6.91494941711426,8,0,12.4551076889038,0,0.215299993753433,2,0,0,0.8588,100,1,6,19.3,569140,0,-4.49981069564819,1,NA,18.4545459747314,NA,-17.5714282989502,-0.90240490436554,0.0765898749232292,-2.64832043647766,-2.17534446716309,0.551328718662262,0.00773635506629944,0.245587378740311,-0.366084516048431,NA,NA,NA,95.587516784668,104,2,0.999753296375275,0.00015749032900203,-0.258820414543152,-0.454619377851486,-0.00423251558095217,-0.54956716299057,-0.440848678350449,-0.366084516048431,-0.099770113825798,-0.328039586544037,-0.640673577785492,0,0,1,0,0,0,-0.136841744184494,0.102095380425453,0.104915745556355,0.546651899814606,2.38321948051453,2.39985322952271,0.468301445245743,0.0379338413476944,0.0700000002980232,15.7657718658447,-0.356868267059326,NA,NA,22,2.13542628288269,0.126982256770134,0.491,0.831,0.333,1,0,0.188,0.188,0.62,0.685,0.425,0.8,0.62,0.452,0.803,0.615,0.564,0.464,0.506,0.616,0.828,0.756,0.752,0.351,0,0,0,0,0,0,0.786,1,1,1,0.535,0.792,0,0,0.774,0.555,0,0,0.946,0,0.876,0.561,0.828,0.328,0.305,0.397,0.582,0.428,0.864,0.429,NA,7,1.23,1.258
"10",2003,"Kiribati ",174,0,0,0,0,0.02586,"Kiribati","Oceania","KIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
